# Title: Oceania Average Temperature Anomalies
# Units: Degrees Celsius
# Base Period: 1910-2000
Date,Anomaly
195501,-0.09
195502,0.23
195503,-0.18
195504,-0.19
195505,-0.65
195506,0.16
195507,-0.25
195508,0.53
195509,0.36
195510,-0.09
195511,-0.82
195512,-0.55
195601,-0.32
195602,0.26
195603,-0.23
195604,-0.14
195605,-0.34
195606,-0.63
195607,0.08
195608,-0.82
195609,-0.96
195610,-0.77
195611,-0.66
195612,-0.43
195701,0
195702,-0.16
195703,-0.18
195704,0.73
195705,0.03
195706,1.26
195707,-0.88
195708,-0.06
195709,-0.33
195710,0.45
195711,0.5
195712,0.32
195801,0.07
195802,0.45
195803,0.47
195804,0.9
195805,1.49
195806,0.31
195807,0.48
195808,0.35
195809,-0.86
195810,-0.19
195811,0.05
195812,-0.17
195901,0.31
195902,0.19
195903,0.6
195904,0.47
195905,0.02
195906,0.31
195907,0.33
195908,0.36
195909,0.26
195910,0.15
195911,0.94
195912,-0.32
196001,0.44
196002,-0.11
196003,0.03
196004,0.03
196005,-1.17
196006,-0.46
196007,0.23
196008,-0.76
196009,-0.31
196010,0.24
196011,-0.46
196012,-0.06
196101,0.1
196102,0.12
196103,0.43
196104,0.74
196105,-0.12
196106,-0.03
196107,-0.51
196108,-0.57
196109,0.45
196110,0.75
196111,0.12
196112,0.51
196201,0.01
196202,0.08
196203,-0.13
196204,-0.09
196205,-0.42
196206,1.1
196207,0.41
196208,-0.23
196209,-0.12
196210,0
196211,0.47
196212,0.02
196301,-0.39
196302,0
196303,0.39
196304,-0.3
196305,0.32
196306,-0.06
196307,-0.14
196308,-0.07
196309,0.02
196310,0.1
196311,-0.08
196312,0.31
196401,0
196402,-0.24
196403,0.3
196404,0.36
196405,-0.01
196406,0.41
196407,0.72
196408,0.22
196409,0.43
196410,-0.83
196411,-0.37
196412,-0.76
196501,-0.07
196502,0.86
196503,-0.15
196504,-0.27
196505,0.42
196506,0.28
196507,-0.71
196508,0.15
196509,0.54
196510,0.46
196511,0.11
196512,0.25
196601,-0.17
196602,0.03
196603,0.18
196604,0.43
196605,-0.54
196606,0.24
196607,-0.23
196608,-0.63
196609,-0.26
196610,-0.76
196611,-0.13
196612,-0.62
196701,0.11
196702,-0.61
196703,-1.07
196704,0.33
196705,0.26
196706,0.01
196707,-0.46
196708,-0.52
196709,-0.25
196710,1.14
196711,0.2
196712,-0.31
196801,0.21
196802,0.06
196803,0.19
196804,0.55
196805,-0.79
196806,0.48
196807,-0.42
196808,-0.61
196809,-0.33
196810,-0.03
196811,-0.08
196812,-0.43
196901,0.81
196902,0.1
196903,0.07
196904,0.12
196905,0.32
196906,-0.05
196907,0.62
196908,0.44
196909,-0.88
196910,0.72
196911,0.23
196912,0
197001,0.33
197002,0.68
197003,0.27
197004,0.25
197005,-0.11
197006,0.86
197007,-0.01
197008,-0.14
197009,-0.26
197010,0.6
197011,-0.09
197012,0.18
197101,0.63
197102,0.44
197103,0.41
197104,-0.2
197105,-0.24
197106,-0.5
197107,-0.2
197108,0.35
197109,0.42
197110,0.47
197111,-0.62
197112,-0.23
197201,-0.43
197202,0.01
197203,-0.26
197204,-0.17
197205,0.12
197206,0.4
197207,-0.09
197208,0.53
197209,0.57
197210,0.44
197211,0.49
197212,1.23
197301,0.86
197302,0.3
197303,0.51
197304,0.99
197305,1.04
197306,0.85
197307,1.53
197308,0.83
197309,0.3
197310,0.5
197311,0.07
197312,0.07
197401,-0.61
197402,-0.74
197403,0.08
197404,-0.19
197405,-0.02
197406,-0.27
197407,0.45
197408,0.32
197409,-0.22
197410,-0.24
197411,-0.71
197412,-0.12
197501,-0.27
197502,-0.14
197503,-0.08
197504,0.04
197505,0.47
197506,0.09
197507,1.32
197508,0.23
197509,0.8
197510,-0.65
197511,0.03
197512,-0.18
197601,-0.94
197602,-0.42
197603,-0.19
197604,-0.15
197605,-0.37
197606,-0.27
197607,0.12
197608,-0.24
197609,-0.36
197610,-0.64
197611,-0.43
197612,0.53
197701,0.26
197702,0.59
197703,-0.11
197704,-0.03
197705,0.05
197706,-0.14
197707,-0.16
197708,0.59
197709,-0.39
197710,0.61
197711,0.42
197712,0.4
197801,0.24
197802,0.5
197803,0.8
197804,0.38
197805,0.67
197806,0.23
197807,0.1
197808,-0.03
197809,-0.71
197810,-0.26
197811,-0.21
197812,-0.21
197901,0.96
197902,0.14
197903,0.54
197904,0.46
197905,-0.29
197906,0.79
197907,0.18
197908,0.34
197909,0.3
197910,0.23
197911,0.95
197912,0.98
198001,0.38
198002,0.21
198003,0.81
198004,0.64
198005,1.03
198006,0.64
198007,0.36
198008,0.68
198009,0.99
198010,0.49
198011,0.95
198012,0.67
198101,0.52
198102,0.16
198103,-0.26
198104,1.29
198105,0.51
198106,0.23
198107,0.72
198108,0.65
198109,1.06
198110,0.42
198111,-0.32
198112,0.45
198201,0.65
198202,0.19
198203,-0.24
198204,0.24
198205,0.15
198206,-0.58
198207,-0.44
198208,0.9
198209,0.01
198210,-0.29
198211,0.84
198212,0.83
198301,0.23
198302,1.5
198303,0.63
198304,-0.34
198305,0.54
198306,0.45
198307,-0.22
198308,0.75
198309,1.3
198310,0.82
198311,0.39
198312,0.15
198401,-0.73
198402,-0.03
198403,-0.53
198404,0.17
198405,0.59
198406,0.22
198407,-0.2
198408,0.23
198409,-0.64
198410,0.2
198411,0.47
198412,0.23
198501,0.71
198502,0.84
198503,0.93
198504,0.36
198505,0.55
198506,-0.21
198507,0.24
198508,0.72
198509,-0.08
198510,-0.02
198511,0.33
198512,0.35
198601,0.2
198602,0.57
198603,1.17
198604,0.61
198605,0.96
198606,0.64
198607,0.2
198608,-0.15
198609,0.47
198610,-0.14
198611,0.06
198612,0.28
198701,0.23
198702,-0.22
198703,-0.27
198704,0.87
198705,0.24
198706,0.91
198707,0.34
198708,0.15
198709,0.32
198710,0.82
198711,0.57
198712,0.26
198801,1.06
198802,0.29
198803,0.85
198804,0.79
198805,1.15
198806,0.96
198807,1.02
198808,0.78
198809,1.1
198810,1.85
198811,0.1
198812,-0.03
198901,0.19
198902,0.54
198903,0.11
198904,0.46
198905,0.89
198906,-0.14
198907,0.17
198908,-0.38
198909,0.57
198910,0.73
198911,0.01
198912,0.41
199001,0.62
199002,-0.02
199003,1.01
199004,0.5
199005,0.95
199006,0.11
199007,0.75
199008,0.2
199009,0.11
199010,0.57
199011,1.26
199012,0.92
199101,0.47
199102,0.6
199103,0.45
199104,0.48
199105,0.52
199106,1.37
199107,0.63
199108,0.4
199109,0.51
199110,1.09
199111,0.18
199112,-0.01
199201,-0.04
199202,0.43
199203,0.95
199204,0.85
199205,0.6
199206,0.53
199207,0.61
199208,0.37
199209,0.18
199210,-0.16
199211,-0.58
199212,-0.2
199301,0.48
199302,-0.17
199303,0.37
199304,0.97
199305,0.7
199306,0.31
199307,0.88
199308,0.64
199309,0.2
199310,-0.16
199311,0.52
199312,-0.25
199401,0.7
199402,0.2
199403,-0.33
199404,0.11
199405,0.44
199406,0.27
199407,0.35
199408,-0.13
199409,0.21
199410,0.53
199411,0.35
199412,0.72
199501,0.37
199502,-0.09
199503,-0.17
199504,-0.08
199505,0.16
199506,0.59
199507,0.66
199508,0.95
199509,1.01
199510,0.22
199511,0.58
199512,0.05
199601,0.38
199602,0.38
199603,0.36
199604,0.32
199605,0.48
199606,1.79
199607,1.02
199608,0.83
199609,0.79
199610,0.8
199611,0.33
199612,0.38
199701,-0.07
199702,0.58
199703,-0.11
199704,0.32
199705,0.33
199706,0.35
199707,-0.05
199708,0.18
199709,0.98
199710,0.7
199711,0.72
199712,0.87
199801,0.95
199802,1.29
199803,1.32
199804,0.83
199805,1.34
199806,1.05
199807,0.9
199808,1.56
199809,1.36
199810,1.13
199811,0.47
199812,0.35
199901,1.13
199902,0.38
199903,0.92
199904,0.01
199905,0.99
199906,0.68
199907,0.74
199908,0.74
199909,1.05
199910,0.77
199911,-0.63
199912,-0.33
200001,-0.3
200002,0.18
200003,0.22
200004,0.35
200005,-0.33
200006,-0.15
200007,0.75
200008,0.36
200009,1.29
200010,0.26
200011,0.53
200012,0.26
200101,1.05
200102,0.5
200103,-0.15
200104,0.53
200105,0.24
200106,0.91
200107,0.69
200108,0.38
200109,0.86
200110,-0.18
200111,-0.03
200112,-0.15
200201,0.28
200202,-0.23
200203,0.51
