# Title: Antarctic Average Temperature Anomalies
# Units: Degrees Celsius
# Base Period: 1910-2000
Date,Anomaly
195012,-0.66
195101,0.03
195102,-0.13
195103,0.18
195104,-0.52
195105,-0.07
195106,-0.09
195107,-0.86
195108,-0.07
195109,-0.33
195110,0.07
195111,0.02
195112,-0.31
195201,0.35
195202,0
195203,-0.05
195204,0.13
195205,-0.95
195206,-0.37
195207,-0.21
195208,0.09
195209,-0.45
195210,0.08
195211,0.3
195212,-0.27
195301,-0.06
195302,0.01
195303,0.42
195304,0.22
195305,-0.4
195306,-0.28
195307,-1.11
195308,-0.9
195309,-1.09
195310,-0.31
195311,-0.49
195312,-0.21
195401,0.05
195402,-0.16
195403,-0.1
195404,-1.13
195405,-0.5
195406,-0.11
195407,0.3
195408,-0.68
195409,-0.9
195410,-0.2
195411,-0.66
195412,0.35
195501,0.02
195502,-0.35
195503,-0.2
195504,-0.02
195505,0.11
195506,-0.73
195507,0.23
195508,1.21
195509,-0.35
195510,0.31
195511,0.16
195512,0.11
195601,0.14
195602,0.22
195603,0.06
195604,0.32
195605,0.31
195606,0.01
195607,0.23
195608,-1.16
195609,0.66
195610,-0.38
195611,0.28
195612,0.23
195701,0.11
195702,-0.05
195703,-0.24
195704,0.44
195705,-0.12
195706,0.48
195707,-0.31
195708,0.34
195709,0.55
195710,0.56
195711,0
195712,0.04
195801,0.11
195802,0.27
195803,0.21
195804,0.27
195805,0.36
195806,-0.98
195807,-0.05
195808,-1.16
195809,-0.83
195810,-0.02
195811,-0.06
195812,-0.87
195901,-0.39
195902,-0.23
195903,0.27
195904,0.77
195905,0.3
195906,-0.06
195907,0.32
195908,-0.15
195909,-1.1
195910,-0.14
195911,-0.52
195912,-0.02
196001,-0.6
196002,-0.27
196003,-1.26
196004,-0.51
196005,-0.7
196006,-1.18
196007,-0.81
196008,-0.36
196009,-0.37
196010,0.17
196011,-0.51
196012,-0.53
196101,-0.19
196102,0.22
196103,-0.05
196104,0.45
196105,0.31
196106,0.05
196107,0.16
196108,0.11
196109,1.05
196110,0.21
196111,0.07
196112,-0.67
196201,-0.87
196202,0.02
196203,-0.21
196204,-0.52
196205,-0.75
196206,-0.03
196207,-1.05
196208,-0.73
196209,-0.51
196210,-0.31
196211,-0.04
196212,-0.48
196301,-0.1
196302,-0.29
196303,-0.49
196304,-0.81
196305,-0.69
196306,0.2
196307,-0.32
196308,1.02
196309,0.85
196310,-0.6
196311,-0.37
196312,-0.47
196401,-0.08
196402,-0.55
196403,-0.41
196404,-0.68
196405,-1.13
196406,0.73
196407,0.67
196408,0.17
196409,-1.02
196410,-0.36
196411,0.22
196412,0.16
196501,0.1
196502,0.4
196503,-0.2
196504,0.03
196505,0.22
196506,-0.65
196507,-0.06
196508,0.31
196509,-0.48
196510,0.32
196511,0.01
196512,0.17
196601,-0.54
196602,0.38
196603,1.17
196604,0.26
196605,0.13
196606,-0.33
196607,0.55
196608,-0.97
196609,-0.09
196610,-0.33
196611,0.04
196612,0.26
196701,0.77
196702,0.34
196703,0.44
196704,-0.36
196705,0.32
196706,0.28
196707,0.22
196708,0.15
196709,0.37
196710,-0.28
196711,0
196712,0.32
196801,-0.09
196802,0.24
196803,0.86
196804,0.56
196805,0.15
196806,-0.13
196807,-0.98
196808,-0.23
196809,-1.22
196810,0.67
196811,-0.32
196812,-0.16
196901,0.25
196902,0.03
196903,0.05
196904,0.56
196905,0.35
196906,0.37
196907,-1.18
196908,-0.77
196909,0.17
196910,0.74
196911,-0.51
196912,-0.22
197001,0.09
197002,0.11
197003,0.86
197004,0.39
197005,-0.32
197006,-0.26
197007,0.29
197008,-1.1
197009,0.93
197010,0.8
197011,-0.1
197012,0.34
197101,0.64
197102,0.37
197103,0.03
197104,0.54
197105,0.5
197106,-0.18
197107,-0.31
197108,0.39
197109,0.76
197110,0.47
197111,-0.74
197112,0.34
197201,0.3
197202,0.42
197203,0.5
197204,0.51
197205,0.09
197206,0.85
197207,0
197208,1.77
197209,0.9
197210,0.04
197211,-0.3
197212,-0.26
197301,0.26
197302,-0.43
197303,-0.39
197304,0.63
197305,0.93
197306,0.49
197307,-0.04
197308,-0.48
197309,0.68
197310,0.88
197311,0.73
197312,-0.38
197401,0.59
197402,-0.25
197403,-0.58
197404,-0.31
197405,0.55
197406,0.61
197407,-0.23
197408,1.08
197409,-0.34
197410,0.64
197411,0.31
197412,0.51
197501,0.32
197502,0.45
197503,0.99
197504,-0.02
197505,1.36
197506,0.24
197507,-0.16
197508,-1.12
197509,-0.23
197510,-0.07
197511,0.01
197512,0.05
197601,0.22
197602,0.31
197603,0.01
197604,-0.55
197605,-1.05
197606,-0.14
197607,0.43
197608,-0.25
197609,-0.08
197610,-0.51
197611,-0.11
197612,0.95
197701,0.98
197702,0.29
197703,0.17
197704,0.25
197705,0.94
197706,0.33
197707,0.56
197708,1.13
197709,-1.27
197710,-0.45
197711,-0.56
197712,-0.07
197801,-0.64
197802,0.52
197803,0.3
197804,0.33
197805,0.46
197806,0.09
197807,0.21
197808,-1.21
197809,0.42
197810,-0.02
197811,-0.05
197812,-0.02
197901,0.01
197902,0.05
197903,-0.1
197904,0.6
197905,-0.25
197906,-0.32
197907,-1.36
197908,-0.52
197909,0.22
197910,-0.09
197911,0.02
197912,0.45
198001,0.35
198002,0.53
198003,1.11
198004,1.08
198005,0.59
198006,0.01
198007,1.09
198008,1.1
198009,1.15
198010,-0.22
198011,0.53
198012,0.25
198101,-0.04
198102,0.38
198103,0.82
198104,0.02
198105,-0.03
198106,0.38
198107,1.31
198108,1.64
198109,0.31
198110,0.07
198111,-0.03
198112,0.16
198201,0.09
198202,0.26
198203,-0.66
198204,-0.61
198205,0.33
198206,-0.45
198207,0.31
198208,-0.67
198209,-0.49
198210,0.07
198211,0.78
198212,0.7
198301,0.42
198302,0.27
198303,0.09
198304,0.72
198305,1.62
198306,0.2
198307,-1.05
198308,0.43
198309,1.48
198310,-0.04
198311,-0.87
198312,-0.28
198401,0.19
198402,0.08
198403,0.72
198404,0.32
198405,1.34
198406,-0.69
198407,0.29
198408,0.41
198409,0.76
198410,-0.08
198411,0.01
198412,0.89
198501,0.62
198502,-0.04
198503,0.63
198504,0.67
198505,-0.1
198506,0.66
198507,-0.94
198508,0.43
198509,0.25
198510,-0.04
198511,-0.45
198512,-0.56
198601,0.01
198602,1.39
198603,0.59
198604,0.49
198605,0.33
198606,-0.75
198607,0.03
198608,0.14
198609,-0.48
198610,0.16
198611,-0.11
198612,-0.09
198701,0.45
198702,0.08
198703,-0.17
198704,-0.1
198705,-0.26
198706,0.96
198707,0.79
198708,-1.17
198709,-0.1
198710,0.07
198711,-0.27
198712,0.05
198801,0.37
198802,-0.23
198803,0.61
198804,0.42
198805,0.84
198806,0.63
198807,-0.21
198808,1.13
198809,0.67
198810,1.01
198811,-0.12
198812,-0.12
198901,-0.02
198902,0
198903,0.27
198904,0.31
198905,-0.86
198906,-0.87
198907,-0.01
198908,0.25
198909,1.06
198910,0.88
198911,-0.16
198912,0.63
199001,0.55
199002,-0.02
199003,0.21
199004,0.72
199005,0.44
199006,-0.58
199007,0.91
199008,-0.41
199009,-0.44
199010,0.27
199011,0.12
199012,0.59
199101,-0.18
199102,0.76
199103,-0.04
199104,0.69
199105,-0.13
199106,1.21
199107,1.14
199108,1.1
199109,0.81
199110,0.29
199111,0.08
199112,0.71
199201,0.34
199202,0.5
199203,0.53
199204,0.12
199205,0.74
199206,0.66
199207,0.44
199208,0.1
199209,-0.42
199210,0.44
199211,0.03
199212,-0.21
199301,0.33
199302,0.33
199303,0.17
199304,0.05
199305,-0.56
199306,-0.22
199307,0.04
199308,-0.4
199309,0.01
199310,0.05
199311,-0.26
199312,-0.56
199401,-0.23
199402,-0.41
199403,-0.45
199404,0.44
199405,-0.96
199406,0.96
199407,0.39
199408,-0.88
199409,0.36
199410,0.15
199411,0.36
199412,-0.06
199501,-0.42
199502,0.18
199503,0.28
199504,-0.22
199505,-0.68
199506,0.16
199507,1.3
199508,0.62
199509,-0.13
199510,0.25
199511,-0.05
199512,0.02
199601,-0.14
